ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesAmount
477,20230424,20230506,20230501,21250,4.99
475,20230424,20230506,20230501,28964,69.99
476,20230424,20230506,20230501,18888,69.99
491,20230424,20230506,20230501,18888,53.99
474,20230424,20230506,20230501,20286,69.99
482,20230424,20230506,20230501,20286,8.99
477,20230424,20230506,20230501,14119,4.99
474,20230424,20230506,20230501,20741,69.99
234,20230424,20230506,20230501,20741,49.99
528,20230424,20230506,20230501,16299,4.99
485,20230424,20230506,20230501,17200,21.98
485,20230424,20230506,20230501,16200,21.98
222,20230424,20230506,20230501,16200,34.99
477,20230424,20230506,20230501,23219,4.99
222,20230424,20230506,20230501,23219,34.99
225,20230424,20230506,20230501,20041,8.99
529,20230424,20230506,20230501,20041,3.99
477,20230424,20230506,20230501,22540,4.99
465,20230424,20230506,20230501,22540,24.49
538,20230424,20230506,20230501,22513,21.49
480,20230424,20230506,20230501,22513,2.29
541,20230424,20230506,20230501,22870,28.99
530,20230424,20230506,20230501,22870,4.99
217,20230424,20230506,20230501,22870,34.99
537,20230424,20230506,20230501,11686,35.00
528,20230424,20230506,20230501,11686,4.99
217,20230424,20230506,20230501,11686,34.99
485,20230424,20230506,20230501,14085,21.98
477,20230424,20230506,20230501,14085,4.99
478,20230424,20230506,20230501,14085,9.99
485,20230424,20230506,20230501,13170,21.98
214,20230424,20230506,20230501,13170,34.99
488,20230424,20230506,20230501,13170,53.99
478,20230424,20230506,20230501,13493,9.99
477,20230424,20230506,20230501,13493,4.99
359,20230424,20230506,20230501,13221,2294.99
485,20230424,20230506,20230501,13221,21.98
214,20230424,20230506,20230501,13221,34.99
353,20230424,20230506,20230501,11654,2319.99
485,20230424,20230506,20230501,11654,21.98
222,20230424,20230506,20230501,11654,34.99
355,20230424,20230506,20230501,11624,2319.99
361,20230424,20230506,20230501,13016,2294.99
537,20230424,20230506,20230501,13016,35.00
528,20230424,20230506,20230501,13016,4.99
217,20230424,20230506,20230501,13016,34.99
357,20230424,20230506,20230501,13083,2319.99
485,20230424,20230506,20230501,13083,21.98
225,20230424,20230506,20230501,13083,8.99
357,20230424,20230506,20230501,12709,2319.99
222,20230424,20230506,20230501,12709,34.99
586,20230424,20230506,20230501,14770,742.35
541,20230424,20230506,20230501,14770,28.99
565,20230424,20230506,20230501,14778,742.35
484,20230424,20230506,20230501,14778,7.95
605,20230424,20230506,20230501,20998,539.99
538,20230424,20230506,20230501,20998,21.49
529,20230424,20230506,20230501,20998,3.99
217,20230424,20230506,20230501,20998,34.99
465,20230424,20230506,20230501,20998,24.49
605,20230424,20230506,20230501,20993,539.99
538,20230424,20230506,20230501,20993,21.49
480,20230424,20230506,20230501,20993,2.29
483,20230424,20230506,20230501,20993,120.00
562,20230424,20230506,20230501,29113,2384.07
541,20230424,20230506,20230501,29113,28.99
530,20230424,20230506,20230501,29113,4.99
214,20230424,20230506,20230501,29113,34.99
573,20230424,20230506,20230501,29178,2384.07
477,20230424,20230506,20230501,29178,4.99
479,20230424,20230506,20230501,29178,8.99
489,20230424,20230506,20230501,29178,53.99
378,20230424,20230506,20230501,18928,2443.35
479,20230424,20230506,20230501,18928,8.99
477,20230424,20230506,20230501,18928,4.99
214,20230424,20230506,20230501,18928,34.99
463,20230424,20230506,20230501,18928,24.49
361,20230424,20230506,20230501,12677,2294.99
355,20230424,20230506,20230501,11994,2319.99
487,20230424,20230506,20230501,11994,54.99
604,20230424,20230506,20230501,22778,539.99
538,20230424,20230506,20230501,22778,21.49
480,20230424,20230506,20230501,22778,2.29
486,20230424,20230506,20230501,22778,159.00
390,20230424,20230506,20230501,19875,1120.49
529,20230424,20230506,20230501,19875,3.99
539,20230424,20230506,20230501,19875,24.99
237,20230424,20230506,20230501,19875,49.99
386,20230424,20230506,20230501,20001,1120.49
222,20230424,20230506,20230501,20001,34.99
390,20230424,20230506,20230501,23753,1120.49
539,20230424,20230506,20230501,23753,24.99
529,20230424,20230506,20230501,23753,3.99
214,20230424,20230506,20230501,23753,34.99
225,20230424,20230506,20230501,23753,8.99
388,20230425,20230507,20230502,24909,1120.49
539,20230425,20230507,20230502,24909,24.99
529,20230425,20230507,20230502,24909,3.99
355,20230425,20230507,20230502,12218,2319.99
485,20230425,20230507,20230502,12218,21.98
234,20230425,20230507,20230502,12218,49.99
481,20230425,20230507,20230502,12218,8.99
225,20230425,20230507,20230502,12943,8.99
529,20230425,20230507,20230502,20605,3.99
538,20230425,20230507,20230502,20605,21.49
217,20230425,20230507,20230502,20605,34.99
463,20230425,20230507,20230502,20605,24.49
528,20230425,20230507,20230502,25217,4.99
222,20230425,20230507,20230502,25217,34.99
478,20230425,20230507,20230502,29301,9.99
477,20230425,20230507,20230502,29301,4.99
483,20230425,20230507,20230502,29301,120.00
594,20230425,20230507,20230502,19504,564.99
222,20230425,20230507,20230502,19504,34.99
374,20230425,20230507,20230502,24549,2443.35
540,20230425,20230507,20230502,24549,32.60
529,20230425,20230507,20230502,24549,3.99
217,20230425,20230507,20230502,24549,34.99
234,20230425,20230507,20230502,12073,49.99
225,20230425,20230507,20230502,12073,8.99
530,20230425,20230507,20230502,28286,4.99
529,20230425,20230507,20230502,29250,3.99
539,20230425,20230507,20230502,29250,24.99
481,20230425,20230507,20230502,29250,8.99
535,20230425,20230507,20230502,25007,24.99
480,20230425,20230507,20230502,25007,2.29
535,20230425,20230507,20230502,26337,24.99
528,20230425,20230507,20230502,26337,4.99
529,20230425,20230507,20230502,24318,3.99
540,20230425,20230507,20230502,24318,32.60
217,20230425,20230507,20230502,24318,34.99
535,20230425,20230507,20230502,11640,24.99
528,20230425,20230507,20230502,11640,4.99
222,20230425,20230507,20230502,11640,34.99
225,20230425,20230507,20230502,11640,8.99
231,20230425,20230507,20230502,11640,49.99
476,20230425,20230507,20230502,11698,69.99
231,20230425,20230507,20230502,11698,49.99
475,20230425,20230507,20230502,11709,69.99
477,20230425,20230507,20230502,18071,4.99
471,20230425,20230507,20230502,18071,63.50
477,20230425,20230507,20230502,17616,4.99
485,20230425,20230507,20230502,14294,21.98
222,20230425,20230507,20230502,14294,34.99
467,20230425,20230507,20230502,14294,24.49
529,20230425,20230507,20230502,12504,3.99
540,20230425,20230507,20230502,12504,32.60
463,20230425,20230507,20230502,12504,24.49
541,20230425,20230507,20230502,26882,28.99
530,20230425,20230507,20230502,26882,4.99
487,20230425,20230507,20230502,26882,54.99
480,20230425,20230507,20230502,26882,2.29
538,20230425,20230507,20230502,29379,21.49
480,20230425,20230507,20230502,29379,2.29
530,20230425,20230507,20230502,28905,4.99
225,20230425,20230507,20230502,28905,8.99
478,20230425,20230507,20230502,13507,9.99
477,20230425,20230507,20230502,13507,4.99
485,20230425,20230507,20230502,18322,21.98
355,20230425,20230507,20230502,12981,2319.99
485,20230425,20230507,20230502,12981,21.98
463,20230425,20230507,20230502,12981,24.49
568,20230425,20230507,20230502,27825,742.35
486,20230425,20230507,20230502,27825,159.00
587,20230425,20230507,20230502,16708,769.49
477,20230425,20230507,20230502,16708,4.99
489,20230425,20230507,20230502,16708,53.99
374,20230425,20230507,20230502,19596,2443.35
217,20230425,20230507,20230502,19596,34.99
378,20230425,20230507,20230502,19096,2443.35
479,20230425,20230507,20230502,19096,8.99
477,20230425,20230507,20230502,19096,4.99
487,20230425,20230507,20230502,19096,54.99
363,20230425,20230507,20230502,12009,2294.99
485,20230425,20230507,20230502,12009,21.98
217,20230425,20230507,20230502,12009,34.99
463,20230425,20230507,20230502,12009,24.49
363,20230425,20230507,20230502,12338,2294.99
485,20230425,20230507,20230502,12338,21.98
483,20230425,20230507,20230502,12338,120.00
576,20230425,20230507,20230502,24990,2384.07
541,20230425,20230507,20230502,24990,28.99
530,20230425,20230507,20230502,24990,4.99
237,20230425,20230507,20230502,24990,49.99
605,20230425,20230507,20230502,22091,539.99
482,20230425,20230507,20230502,22091,8.99
382,20230425,20230507,20230502,23747,1120.49
479,20230425,20230507,20230502,23747,8.99
477,20230425,20230507,20230502,23747,4.99
484,20230425,20230507,20230502,23747,7.95
606,20230425,20230507,20230502,22506,539.99
538,20230425,20230507,20230502,22506,21.49
563,20230425,20230507,20230502,15693,2384.07
214,20230425,20230507,20230502,15693,34.99
225,20230425,20230507,20230502,15693,8.99
562,20230425,20230507,20230502,12307,2384.07
479,20230425,20230507,20230502,12307,8.99
477,20230425,20230507,20230502,12307,4.99
463,20230425,20230507,20230502,12307,24.49
382,20230426,20230508,20230503,23541,1120.49
222,20230426,20230508,20230503,23541,34.99
363,20230426,20230508,20230503,12630,2294.99
537,20230426,20230508,20230503,12630,35.00
528,20230426,20230508,20230503,12630,4.99
225,20230426,20230508,20230503,11519,8.99
536,20230426,20230508,20230503,16674,29.99
528,20230426,20230508,20230503,16674,4.99
480,20230426,20230508,20230503,16674,2.29
537,20230426,20230508,20230503,21186,35.00
536,20230426,20230508,20230503,17318,29.99
528,20230426,20230508,20230503,17318,4.99
474,20230426,20230508,20230503,13614,69.99
482,20230426,20230508,20230503,13614,8.99
475,20230426,20230508,20230503,26432,69.99
490,20230426,20230508,20230503,26432,53.99
478,20230426,20230508,20230503,15787,9.99
477,20230426,20230508,20230503,15787,4.99
222,20230426,20230508,20230503,15787,34.99
491,20230426,20230508,20230503,15787,53.99
479,20230426,20230508,20230503,19627,8.99
477,20230426,20230508,20230503,19627,4.99
376,20230426,20230508,20230503,20710,2443.35
479,20230426,20230508,20230503,20710,8.99
477,20230426,20230508,20230503,20710,4.99
480,20230426,20230508,20230503,11634,2.29
529,20230426,20230508,20230503,25171,3.99
540,20230426,20230508,20230503,25171,32.60
535,20230426,20230508,20230503,25893,24.99
540,20230426,20230508,20230503,24396,32.60
529,20230426,20230508,20230503,24396,3.99
480,20230426,20230508,20230503,24396,2.29
535,20230426,20230508,20230503,25336,24.99
528,20230426,20230508,20230503,22367,4.99
536,20230426,20230508,20230503,22367,29.99
222,20230426,20230508,20230503,22367,34.99
474,20230426,20230508,20230503,20184,69.99
490,20230426,20230508,20230503,20184,53.99
465,20230426,20230508,20230503,11719,24.49
474,20230426,20230508,20230503,11719,69.99
475,20230426,20230508,20230503,18853,69.99
477,20230426,20230508,20230503,11091,4.99
528,20230426,20230508,20230503,16134,4.99
481,20230426,20230508,20230503,16134,8.99
528,20230426,20230508,20230503,15431,4.99
480,20230426,20230508,20230503,15431,2.29
485,20230426,20230508,20230503,14094,21.98
528,20230426,20230508,20230503,26700,4.99
480,20230426,20230508,20230503,26700,2.29
485,20230426,20230508,20230503,13914,21.98
228,20230426,20230508,20230503,13914,49.99
485,20230426,20230508,20230503,16193,21.98
471,20230426,20230508,20230503,16193,63.50
475,20230426,20230508,20230503,28725,69.99
225,20230426,20230508,20230503,28725,8.99
539,20230426,20230508,20230503,16438,24.99
538,20230426,20230508,20230503,21095,21.49
480,20230426,20230508,20230503,21095,2.29
484,20230426,20230508,20230503,21095,7.95
529,20230426,20230508,20230503,27945,3.99
225,20230426,20230508,20230503,27945,8.99
529,20230426,20230508,20230503,24108,3.99
541,20230426,20230508,20230503,14553,28.99
530,20230426,20230508,20230503,14553,4.99
217,20230426,20230508,20230503,14553,34.99
530,20230426,20230508,20230503,15444,4.99
237,20230426,20230508,20230503,15444,49.99
528,20230426,20230508,20230503,11505,4.99
537,20230426,20230508,20230503,11505,35.00
222,20230426,20230508,20230503,11505,34.99
537,20230426,20230508,20230503,12932,35.00
528,20230426,20230508,20230503,12932,4.99
485,20230426,20230508,20230503,16241,21.98
217,20230426,20230508,20230503,16241,34.99
222,20230426,20230508,20230503,12234,34.99
376,20230426,20230508,20230503,20376,2443.35
540,20230426,20230508,20230503,20376,32.60
359,20230426,20230508,20230503,11690,2294.99
485,20230426,20230508,20230503,11690,21.98
481,20230426,20230508,20230503,11690,8.99
363,20230426,20230508,20230503,11623,2294.99
528,20230426,20230508,20230503,11623,4.99
537,20230426,20230508,20230503,11623,35.00
217,20230426,20230508,20230503,11623,34.99
579,20230426,20230508,20230503,11388,1214.85
491,20230426,20230508,20230503,11388,53.99
225,20230426,20230508,20230503,16404,8.99
577,20230426,20230508,20230503,16404,1214.85
583,20230426,20230508,20230503,23116,1700.99
489,20230426,20230508,20230503,23116,53.99
605,20230426,20230508,20230503,20983,539.99
538,20230426,20230508,20230503,20983,21.49
529,20230426,20230508,20230503,20983,3.99
214,20230426,20230508,20230503,20983,34.99
584,20230426,20230508,20230503,28205,539.99
473,20230426,20230508,20230503,28205,63.50
380,20230426,20230508,20230503,19105,2443.35
214,20230426,20230508,20230503,19105,34.99
372,20230426,20230508,20230503,19568,2443.35
540,20230426,20230508,20230503,19568,32.60
529,20230426,20230508,20230503,19568,3.99
480,20230426,20230508,20230503,19568,2.29
376,20230426,20230508,20230503,19577,2443.35
477,20230426,20230508,20230503,19577,4.99
479,20230426,20230508,20230503,19577,8.99
480,20230426,20230508,20230503,19577,2.29
563,20230426,20230508,20230503,24818,2384.07
489,20230426,20230508,20230503,24818,53.99
605,20230426,20230508,20230503,22888,539.99
604,20230426,20230508,20230503,22067,539.99
388,20230426,20230508,20230503,19984,1120.49
488,20230426,20230508,20230503,19984,53.99
225,20230426,20230508,20230503,19984,8.99
390,20230426,20230508,20230503,19518,1120.49
228,20230426,20230508,20230503,19518,49.99
465,20230426,20230508,20230503,19518,24.49
574,20230426,20230508,20230503,28365,2384.07
479,20230426,20230508,20230503,28365,8.99
477,20230426,20230508,20230503,28365,4.99
214,20230426,20230508,20230503,28365,34.99
528,20230427,20230509,20230504,21363,4.99
528,20230427,20230509,20230504,21365,4.99
480,20230427,20230509,20230504,21365,2.29
530,20230427,20230509,20230504,23094,4.99
487,20230427,20230509,20230504,23094,54.99
484,20230427,20230509,20230504,23094,7.95
475,20230427,20230509,20230504,27358,69.99
482,20230427,20230509,20230504,27358,8.99
474,20230427,20230509,20230504,14087,69.99
473,20230427,20230509,20230504,14087,63.50
529,20230427,20230509,20230504,16185,3.99
484,20230427,20230509,20230504,13614,7.95
583,20230427,20230509,20230504,24834,1700.99
217,20230427,20230509,20230504,24834,34.99
225,20230427,20230509,20230504,24834,8.99
479,20230427,20230509,20230504,19961,8.99
372,20230427,20230509,20230504,22464,2443.35
529,20230427,20230509,20230504,11164,3.99
480,20230427,20230509,20230504,11164,2.29
234,20230427,20230509,20230504,11632,49.99
539,20230427,20230509,20230504,28803,24.99
480,20230427,20230509,20230504,28803,2.29
530,20230427,20230509,20230504,28281,4.99
480,20230427,20230509,20230504,28281,2.29
539,20230427,20230509,20230504,29173,24.99
480,20230427,20230509,20230504,29173,2.29
529,20230427,20230509,20230504,28633,3.99
539,20230427,20230509,20230504,28633,24.99
486,20230427,20230509,20230504,28633,159.00
538,20230427,20230509,20230504,27443,21.49
480,20230427,20230509,20230504,27443,2.29
541,20230427,20230509,20230504,16358,28.99
530,20230427,20230509,20230504,16358,4.99
535,20230427,20230509,20230504,11501,24.99
529,20230427,20230509,20230504,24419,3.99
540,20230427,20230509,20230504,24419,32.60
222,20230427,20230509,20230504,24419,34.99
528,20230427,20230509,20230504,26240,4.99
535,20230427,20230509,20230504,26240,24.99
477,20230427,20230509,20230504,21288,4.99
478,20230427,20230509,20230504,21288,9.99
475,20230427,20230509,20230504,16012,69.99
477,20230427,20230509,20230504,11922,4.99
487,20230427,20230509,20230504,11922,54.99
477,20230427,20230509,20230504,17357,4.99
528,20230427,20230509,20230504,15269,4.99
480,20230427,20230509,20230504,15269,2.29
485,20230427,20230509,20230504,15519,21.98
485,20230427,20230509,20230504,13308,21.98
484,20230427,20230509,20230504,13308,7.95
485,20230427,20230509,20230504,17217,21.98
237,20230427,20230509,20230504,17217,49.99
482,20230427,20230509,20230504,17217,8.99
535,20230427,20230509,20230504,19075,24.99
528,20230427,20230509,20230504,19075,4.99
217,20230427,20230509,20230504,19075,34.99
474,20230427,20230509,20230504,28514,69.99
225,20230427,20230509,20230504,28514,8.99
535,20230427,20230509,20230504,17886,24.99
477,20230427,20230509,20230504,17886,4.99
225,20230427,20230509,20230504,17886,8.99
536,20230427,20230509,20230504,20554,29.99
528,20230427,20230509,20230504,20554,4.99
477,20230427,20230509,20230504,22488,4.99
530,20230427,20230509,20230504,26389,4.99
541,20230427,20230509,20230504,26389,28.99
480,20230427,20230509,20230504,26389,2.29
530,20230427,20230509,20230504,24146,4.99
487,20230427,20230509,20230504,24146,54.99
530,20230427,20230509,20230504,25554,4.99
480,20230427,20230509,20230504,25554,2.29
528,20230427,20230509,20230504,12927,4.99
537,20230427,20230509,20230504,12927,35.00
217,20230427,20230509,20230504,12927,34.99
465,20230427,20230509,20230504,12927,24.49
528,20230427,20230509,20230504,11855,4.99
537,20230427,20230509,20230504,11855,35.00
485,20230427,20230509,20230504,13421,21.98
480,20230427,20230509,20230504,13421,2.29
537,20230427,20230509,20230504,11866,35.00
225,20230427,20230509,20230504,13586,8.99
581,20230427,20230509,20230504,20668,1700.99
231,20230427,20230509,20230504,20668,49.99
594,20230427,20230509,20230504,15885,564.99
477,20230427,20230509,20230504,15885,4.99
478,20230427,20230509,20230504,15885,9.99
217,20230427,20230509,20230504,15885,34.99
353,20230427,20230509,20230504,11630,2319.99
537,20230427,20230509,20230504,11630,35.00
357,20230427,20230509,20230504,12929,2319.99
485,20230427,20230509,20230504,12929,21.98
214,20230427,20230509,20230504,12929,34.99
604,20230427,20230509,20230504,20989,539.99
538,20230427,20230509,20230504,20989,21.49
225,20230427,20230509,20230504,20989,8.99
604,20230427,20230509,20230504,20991,539.99
374,20230427,20230509,20230504,17051,2443.35
529,20230427,20230509,20230504,17051,3.99
540,20230427,20230509,20230504,17051,32.60
480,20230427,20230509,20230504,17051,2.29
355,20230427,20230509,20230504,12350,2319.99
569,20230427,20230509,20230504,24418,742.35
479,20230427,20230509,20230504,24418,8.99
357,20230427,20230509,20230504,12004,2319.99
361,20230427,20230509,20230504,11120,2294.99
537,20230427,20230509,20230504,11120,35.00
528,20230427,20230509,20230504,11120,4.99
222,20230427,20230509,20230504,11120,34.99
465,20230427,20230509,20230504,11120,24.49
604,20230427,20230509,20230504,22880,539.99
479,20230427,20230509,20230504,22880,8.99
604,20230427,20230509,20230504,22887,539.99
479,20230427,20230509,20230504,22887,8.99
477,20230427,20230509,20230504,22887,4.99
467,20230427,20230509,20230504,22887,24.49
575,20230427,20230509,20230504,12640,2384.07
225,20230427,20230509,20230504,12640,8.99
382,20230428,20230510,20230505,16524,1120.49
214,20230428,20230510,20230505,16524,34.99
363,20230428,20230510,20230505,12653,2294.99
478,20230428,20230510,20230505,12653,9.99
477,20230428,20230510,20230505,12653,4.99
491,20230428,20230510,20230505,12653,53.99
465,20230428,20230510,20230505,12653,24.49
353,20230428,20230510,20230505,12131,2319.99
214,20230428,20230510,20230505,12131,34.99
479,20230428,20230510,20230505,11019,8.99
484,20230428,20230510,20230505,28599,7.95
217,20230428,20230510,20230505,28783,34.99
528,20230428,20230510,20230505,21208,4.99
217,20230428,20230510,20230505,21208,34.99
217,20230428,20230510,20230505,13037,34.99
540,20230428,20230510,20230505,14124,32.60
598,20230428,20230510,20230505,17744,539.99
222,20230428,20230510,20230505,17744,34.99
225,20230428,20230510,20230505,17744,8.99
372,20230428,20230510,20230505,24558,2443.35
217,20230428,20230510,20230505,24558,34.99
225,20230428,20230510,20230505,24558,8.99
529,20230428,20230510,20230505,28866,3.99
539,20230428,20230510,20230505,28866,24.99
214,20230428,20230510,20230505,28866,34.99
489,20230428,20230510,20230505,28866,53.99
529,20230428,20230510,20230505,29177,3.99
539,20230428,20230510,20230505,29177,24.99
538,20230428,20230510,20230505,11212,21.49
480,20230428,20230510,20230505,11212,2.29
541,20230428,20230510,20230505,26696,28.99
530,20230428,20230510,20230505,26696,4.99
222,20230428,20230510,20230505,26696,34.99
540,20230428,20230510,20230505,24982,32.60
480,20230428,20230510,20230505,24982,2.29
478,20230428,20230510,20230505,21782,9.99
477,20230428,20230510,20230505,21782,4.99
217,20230428,20230510,20230505,21782,34.99
478,20230428,20230510,20230505,14274,9.99
475,20230428,20230510,20230505,11769,69.99
225,20230428,20230510,20230505,11769,8.99
474,20230428,20230510,20230505,20326,69.99
228,20230428,20230510,20230505,20326,49.99
481,20230428,20230510,20230505,20326,8.99
475,20230428,20230510,20230505,19242,69.99
528,20230428,20230510,20230505,15544,4.99
485,20230428,20230510,20230505,15544,21.98
217,20230428,20230510,20230505,15544,34.99
237,20230428,20230510,20230505,15544,49.99
528,20230428,20230510,20230505,14594,4.99
486,20230428,20230510,20230505,14594,159.00
528,20230428,20230510,20230505,19862,4.99
540,20230428,20230510,20230505,14202,32.60
485,20230428,20230510,20230505,16192,21.98
234,20230428,20230510,20230505,16192,49.99
536,20230428,20230510,20230505,17843,29.99
472,20230428,20230510,20230505,17843,63.50
477,20230428,20230510,20230505,12295,4.99
214,20230428,20230510,20230505,12295,34.99
538,20230428,20230510,20230505,25667,21.49
480,20230428,20230510,20230505,25667,2.29
530,20230428,20230510,20230505,12814,4.99
465,20230428,20230510,20230505,12814,24.49
530,20230428,20230510,20230505,17881,4.99
487,20230428,20230510,20230505,17881,54.99
537,20230428,20230510,20230505,11789,35.00
480,20230428,20230510,20230505,11789,2.29
537,20230428,20230510,20230505,11846,35.00
587,20230428,20230510,20230505,14106,769.49
528,20230428,20230510,20230505,14106,4.99
536,20230428,20230510,20230505,14106,29.99
217,20230428,20230510,20230505,14106,34.99
571,20230428,20230510,20230505,26357,742.35
222,20230428,20230510,20230505,26357,34.99
589,20230428,20230510,20230505,17046,769.49
474,20230428,20230510,20230505,17046,69.99
231,20230428,20230510,20230505,17046,49.99
580,20230428,20230510,20230505,18768,1700.99
214,20230428,20230510,20230505,18768,34.99
583,20230428,20230510,20230505,14130,1700.99
529,20230428,20230510,20230505,14130,3.99
539,20230428,20230510,20230505,14130,24.99
214,20230428,20230510,20230505,14130,34.99
562,20230428,20230510,20230505,29180,2384.07
479,20230428,20230510,20230505,29180,8.99
477,20230428,20230510,20230505,29180,4.99
490,20230428,20230510,20230505,29180,53.99
380,20230428,20230510,20230505,19102,2443.35
484,20230428,20230510,20230505,19102,7.95
595,20230428,20230510,20230505,17515,564.99
363,20230428,20230510,20230505,12354,2294.99
477,20230428,20230510,20230505,12354,4.99
478,20230428,20230510,20230505,12354,9.99
359,20230428,20230510,20230505,12360,2294.99
359,20230428,20230510,20230505,12667,2294.99
478,20230428,20230510,20230505,12667,9.99
477,20230428,20230510,20230505,12667,4.99
217,20230428,20230510,20230505,12667,34.99
567,20230428,20230510,20230505,28845,742.35
584,20230428,20230510,20230505,22074,539.99
479,20230428,20230510,20230505,22074,8.99
477,20230428,20230510,20230505,22074,4.99
604,20230428,20230510,20230505,22078,539.99
538,20230428,20230510,20230505,22078,21.49
480,20230428,20230510,20230505,22078,2.29
388,20230428,20230510,20230505,19892,1120.49
222,20230428,20230510,20230505,19892,34.99
604,20230428,20230510,20230505,28916,539.99
477,20230428,20230510,20230505,28916,4.99
479,20230428,20230510,20230505,28916,8.99
484,20230428,20230510,20230505,28916,7.95
584,20230428,20230510,20230505,21673,539.99
477,20230428,20230510,20230505,21673,4.99
479,20230428,20230510,20230505,21673,8.99
217,20230428,20230510,20230505,21673,34.99
231,20230428,20230510,20230505,21673,49.99
606,20230428,20230510,20230505,13258,539.99
479,20230428,20230510,20230505,13258,8.99
477,20230428,20230510,20230505,13258,4.99
484,20230428,20230510,20230505,13258,7.95
573,20230428,20230510,20230505,24140,2384.07
214,20230428,20230510,20230505,24140,34.99
384,20230429,20230511,20230506,23547,1120.49
222,20230429,20230511,20230506,23547,34.99
353,20230429,20230511,20230506,13251,2319.99
480,20230429,20230511,20230506,13251,2.29
359,20230429,20230511,20230506,13771,2294.99
528,20230429,20230511,20230506,13771,4.99
537,20230429,20230511,20230506,13771,35.00
222,20230429,20230511,20230506,13771,34.99
225,20230429,20230511,20230506,13771,8.99
539,20230429,20230511,20230506,17227,24.99
485,20230429,20230511,20230506,23570,21.98
528,20230429,20230511,20230506,27496,4.99
537,20230429,20230511,20230506,27496,35.00
480,20230429,20230511,20230506,27496,2.29
530,20230429,20230511,20230506,23096,4.99
480,20230429,20230511,20230506,23096,2.29
234,20230429,20230511,20230506,16734,49.99
214,20230429,20230511,20230506,15795,34.99
482,20230429,20230511,20230506,15795,8.99
234,20230429,20230511,20230506,14228,49.99
378,20230429,20230511,20230506,23922,2443.35
479,20230429,20230511,20230506,23922,8.99
477,20230429,20230511,20230506,23922,4.99
225,20230429,20230511,20230506,23922,8.99
529,20230429,20230511,20230506,27221,3.99
541,20230429,20230511,20230506,27237,28.99
528,20230429,20230511,20230506,17119,4.99
535,20230429,20230511,20230506,17119,24.99
214,20230429,20230511,20230506,17119,34.99
228,20230429,20230511,20230506,17119,49.99
478,20230429,20230511,20230506,21743,9.99
477,20230429,20230511,20230506,21743,4.99
217,20230429,20230511,20230506,21743,34.99
536,20230429,20230511,20230506,23389,29.99
528,20230429,20230511,20230506,23389,4.99
480,20230429,20230511,20230506,23389,2.29
477,20230429,20230511,20230506,14363,4.99
478,20230429,20230511,20230506,14363,9.99
478,20230429,20230511,20230506,20458,9.99
477,20230429,20230511,20230506,20458,4.99
217,20230429,20230511,20230506,20458,34.99
475,20230429,20230511,20230506,28035,69.99
477,20230429,20230511,20230506,19216,4.99
237,20230429,20230511,20230506,19216,49.99
477,20230429,20230511,20230506,25925,4.99
225,20230429,20230511,20230506,25925,8.99
528,20230429,20230511,20230506,28292,4.99
485,20230429,20230511,20230506,28292,21.98
217,20230429,20230511,20230506,28292,34.99
528,20230429,20230511,20230506,16249,4.99
481,20230429,20230511,20230506,16249,8.99
528,20230429,20230511,20230506,17486,4.99
217,20230429,20230511,20230506,17486,34.99
228,20230429,20230511,20230506,17486,49.99
528,20230429,20230511,20230506,15405,4.99
480,20230429,20230511,20230506,15405,2.29
484,20230429,20230511,20230506,15405,7.95
485,20230429,20230511,20230506,21742,21.98
225,20230429,20230511,20230506,21742,8.99
485,20230429,20230511,20230506,15838,21.98
222,20230429,20230511,20230506,15838,34.99
474,20230429,20230511,20230506,14804,69.99
529,20230429,20230511,20230506,23757,3.99
217,20230429,20230511,20230506,23757,34.99
536,20230429,20230511,20230506,20574,29.99
481,20230429,20230511,20230506,20574,8.99
541,20230429,20230511,20230506,12865,28.99
530,20230429,20230511,20230506,12865,4.99
480,20230429,20230511,20230506,12865,2.29
541,20230429,20230511,20230506,13785,28.99
530,20230429,20230511,20230506,13785,4.99
479,20230429,20230511,20230506,13785,8.99
477,20230429,20230511,20230506,13785,4.99
217,20230429,20230511,20230506,13785,34.99
530,20230429,20230511,20230506,25665,4.99
537,20230429,20230511,20230506,12107,35.00
537,20230429,20230511,20230506,11932,35.00
528,20230429,20230511,20230506,11932,4.99
480,20230429,20230511,20230506,11932,2.29
225,20230429,20230511,20230506,12227,8.99
217,20230429,20230511,20230506,12227,34.99
596,20230429,20230511,20230506,13067,539.99
485,20230429,20230511,20230506,13067,21.98
488,20230429,20230511,20230506,13067,53.99
378,20230429,20230511,20230506,22903,2443.35
540,20230429,20230511,20230506,22903,32.60
363,20230429,20230511,20230506,11696,2294.99
355,20230429,20230511,20230506,13190,2319.99
565,20230429,20230511,20230506,14833,742.35
541,20230429,20230511,20230506,14833,28.99
606,20230429,20230511,20230506,27340,539.99
538,20230429,20230511,20230506,27340,21.49
529,20230429,20230511,20230506,27340,3.99
480,20230429,20230511,20230506,27340,2.29
604,20230429,20230511,20230506,27299,539.99
574,20230429,20230511,20230506,29295,2384.07
575,20230429,20230511,20230506,28957,2384.07
217,20230429,20230511,20230506,28957,34.99
355,20230429,20230511,20230506,11147,2319.99
485,20230429,20230511,20230506,11147,21.98
214,20230429,20230511,20230506,11147,34.99
577,20230429,20230511,20230506,25379,1214.85
225,20230429,20230511,20230506,25049,8.99
